Label,Precision,Recall,F1-Score
A1,0.6363636363636364,0.2,0.30434782608695654
A2,0.6956521739130435,0.5517241379310345,0.6153846153846154
A3,0.9,0.24324324324324326,0.3829787234042553
B1,0.875,0.7241379310344828,0.7924528301886793
B2,0.9259259259259259,0.8620689655172413,0.8928571428571429
B3,0.7575757575757576,0.78125,0.7692307692307693
B4,0.7916666666666666,1.0,0.8837209302325582
